text,label
"Product was not what I had hoped for. Was ...

Product was not what I had hoped for. Was flimsy and the suction cup doesn't hold well. Seemed cheaply made.",0
"Wrong design

I ordered it because I liked the model, I received a round regular ashtray",0
"Cheaply made !!!

Kind of disappointed !!",0
"This is the 3rd time I've order this in two ...

This is the 3rd time I've order this in two weeks. All 3 times they have sent steel bed rail brackets . The package has a label for the brackets but another label for the picture hooks pasted over it. The seller should get wise and contact Amazon or he will lose a lot of business. Also, it costs someone the return postage every time. I may have to order 50 or more of these before they wake up. I have told them twice already.",0
"Read this other book instead.

Please read “Leave a Cheater, Gain a Life.” It is the only book that will honestly tell you what to expect from your cheater.",0
"just great.

Stitching came apart first wear on the sleeve, just great.",0
"Goggles were well constructed but had a terrible glare on the inside of the lens making it ...

Goggles were well constructed but had a terrible glare on the inside of the lens making it extremely difficult to see underwater",0
"Very flimsy

My dog managed to rip a hole in the mesh in less than 8 hours after installing it. It's pretty flimsy but looked nice enough.",0
"Do not recommend.

3m adhesive started coming off almost immediately. Having to pull off before they tear off. Do not recommend.",0
"Doesn't fit to screen on the lg v35 thinq

Dislike The Fact That This Screen Protector Doesn't Cover The Full Screen Of My Lg V35 Thinq.",0
"Not fresh

These arrived hard as a rock. They were not fresh as they are expiring in just a few months.",0
"Poor quality control!

I purchased two pair and one has great optical lenses. But the other pair is like looking through a runny paint job. Don’t waste your time!",0
"I did not receive my liner with this product :(

I did not receive my liner with this product :( Other than that its a good product.",0
"bubbled after application

What a let down, lasted one day.",0
"Uncomfortable

The earrings post is to thick. Uncomfortable to wear..",0
"Magnet doesn't stick to phone

Didn't even try this I got to gym put the piece on the back of my phone and pressed soon as I put the bigger magnet on phone to attach to gym bar the slim magnet came off and has 0 stickiness even with 2 this was a fail... gonna have to buy better or glue to fix this",0
"Oops

Not what I was looking for. Have them to my girlfriend. Small bands.",0
"Arrives Broken Every Time

I've ordered this product several times and more often than not, it arrives crushed into a powder. Has been broken the last three times I ordered it and it's not worth the hassle or money to bother returning it. I will not be buying this again.",0
"Not what I expected

It is kinda Topsy Turvy. The screen doesn't allow it to clear the Gas Pipe for the Log Starter. Has tipped over several times with logs Burning.",0
"the price is ok, but its not holding the ...

the price is ok, but its not holding the right temp. have to play what it in order to get right temp.",0
"Wrong color

Ordered gray but received red...",0
"Stability and this does not provide that. I wish I can return for a better one

Poor quality. My phone falls off as grip is poor and base is narrow",0
"Not worth money

Bought this and returned it. My baby didn’t like any of the swing options he prefers the basic forward and back which this does not offer. I’d say it’s too expensive. I think it has too many options that are not ever used.",0
"The need to put in directions

The package had no instructions and the process was not self explanatory.",0
"Sent different package

An entirely different set of Justice League briefs was sent.",0
"Very poor quality.. breaks in no time

Extremely poor product. Took theee attempts to install it. Broke in like a week afterwards. Get good quality product and not waste your money on this one.",0
"Paper and cover are nice quality, but the way the binding is attached ...

Paper and cover are nice quality, but the way the binding is attached to the cover is horrible. The first page and last page are essentially a small amount of glue being held together by one piece of paper, the whole cover fell off from the pages within 9 pages of mild usage.",0
"One Star

Terrible. Started leaking after 3 months of light use",0
"Not impressed

Got this in August, zipper already broke. Lasted 3 months.",0
"Do not go for used option

Tool was abused and broken, not ""used""",0
"I loved it. It was nice and heavy and ironed ...

I bought this iron for paper piecing and quilting. I loved it. It was nice and heavy and ironed my seams perfectly. I bought it in March 2017. Now it's July 2018, and this thing is dead. A little over a year of ordinary use. My mother had one of these (I don't know the brand) that lasted for 30 years. This is just sad.",0
"Doesn’t seem to work at all ..waste of money

Two applications and haven’t seen any results that it’s working/ applied as directed",0
"Stopped working in less than a month

Had for less than a month and the automatic lid doesn’t work anymore. Pretty expensive and sorely disappointed",0
"Make a mistake ,it doesn’t fit the iphone x

Looks great and feels great but It doesn't fit the iphone x, especially on the camera, very unhappy with the mistake,mine tore and I have no idea how it got snagged so easily. Very disappointing because it’s so expensive. I'll be careful next time.",0
"I taught it was the Do si dos last year ...

I taught it was the Do si dos last year. It is current cookies sold this year. I could have purchased from a Girl Scout cheaper",0
"Worked first time, sheared bolt the second.

I originally bought this in 2016 to tighten a new yoke nut on my motorcycle. It worked fine; I heard the click at the appropriate setting. Not sure how accurate it was but assumed it was good to go based on all the high reviews. Today for the second time in two years, I needed a torque wrench. I’ve had my Tekton stored in a closet in its protective case and at the lowest torque setting as per the manufacturer’s instructions. I needed 10 ft lb torque (the lowest setting on my wrench) to torque two swing arm spools. On the first, it came very close to stripping the bolt, and I never heard a click but decided to stop before it got completely stripped. I blamed myself and assumed I had my allen bit at an angle. On the second spool I slowly twisted the wrench and again, no click. What I did eventually hear was the bolt being sheared in half. I was able to twist the broken half out of the swing arm, but there’s some damage to the black paint of the swing arm on a 2018 Yamaha R6. I’m going to try to get the company that makes the spools to send two more bolts, in the event it was their hardware, but I have ordered a different brand of torque wrench to try. I have a feeling it’s the wrench that caused the issue, as many of the 1 star reviews mention sheared bolts and the wrench not clicking or working for very long. And that makes sense. It’s $35-40 and made in Asia. If you want a quality mechanics torque wrench you probably have to man up and pay at least $150 for a CDI or $500 for a Snap On. I bought this cause I’m not a full time mechanic, but I’d rather not have a torque wrench than have one I can’t trust to not destroy my vehicles.",0
"War ot out 1 short football season

Started to rip after 1 pop warner season. Short season.but they held the cup in place well.",0
"Waste of Money

The rod has rust spotted from one end to the other. It started to rust after about 2 months and just got worse. It's rusted over enough that it's really obvious and ugly. We bought a better bar from hopefully a better manufacturer. This was a waste of money and metal, sad to see it going to the landfill so trying to find something else to use it for.",0
"Color dyed my tins

They were fine except that they died my tins purple",0
"Really wanted to like this

But the top offers no coverage and the cups in it, even when adjusted, look just damn weird. No support whatsoever. Bottoms are great, kept the suit hoping to pair the bottoms with something else (haven’t found anything yet, as the color is quite different and bold) Figure I could wear the top as a tank top with a bra. Disappointing",0
"So so

Not very satisfied with this product",1
"I liked it

Interesting story and semi-detailed descriptions of sweat lodge experiences. The lack of a revenge motive was refreshing. It did seem to be a little juvenile in places but overall an entertaining read.",1
"Not for sensitive skin

Would be ok if my skin wasn’t so sensitive",1
"Nice look to tight for women

I have small head and did not sit well, I used it because it was for custom and did not have time to change.",1
"Cute, but multiple bags needed.

The colors were cute and girly. Perfect for our 1 year old daughter. The balls are not very sturdy. She is able to squeeze them, I make sure not to crush them if I get in the pit with her. 1 bag is definitely not enough. We bought 3 bags of 200 balls and maybe could have even gotten away with one more.",1
"Wrong color

We ordered the pink shirt but it was not the color that was on the listing. We needed a baby pink color for a dance performance and it came as more of a dark pink color. The style and fit were great but we had to return it because it was the wrong color.",1
"Copper Plated

These hooks are only copper plated.",1
"Easy Reading

A nice flowing read with a predictable nature. Likable characters Good for before bed.",1
"It is good for a weekend getaway

It is very big to take to the office. It is good for a weekend getaway.",1
"Three Stars

WAS NOT IMPRESSED WITH THIS WESTERN.",1
"Three Stars

It does not fit in the ear well. That makes the product usability. Thanks",1
"easy and efficient

a friend of mine recommended I buy a food saver since I live alone and often have left overs. I used for the first time to package individual chicken breasts it was so user friendly and worked with out a hitch. After using it for a few times it does not suck and seal as well as it once did. I plan on calling the manufacturer soon to see if maybe it is defective. Overall, I would still buy it!",1
"Super cute pattern

I love the pattern but the material on the rugs are pretty thin and get dirty pretty quick, I am scared to wash them for fear the pattern will fade or completely come off. They are really cute to look at though.",1
"This product smells bad

This product smells musty. It is an almost unbearable stench. It has made my Switch smell. So disappointed...Wouldn't buy this one",1
"looks good. works ok

looks good.. but drips.. I don't know if it's the way it's built or what but it is irritating...",1
"Surprised that it has holes in top cover

I bought this to use in an open 14' boat with a 25HP Honda outboard. The two areas where the cables can go in when the top is tightly fastened with the strap should provide adequate ventilation, but there are two dime-sized grids that are directly open to the rain and/or spray from boating, which eventually would fill and flood the battery box. Not sure why this is designed thus, will just have to check it frequently.",1
"So small

These are soooooo small. Not even sure what size I could order just to cover my bum. Sucks because they are very well made. Order up 2 or so sizes.",1
"Battery conductor

The battery conduction point is lose and it has to be really fiddled with to make the little vacuum to work. It doesn't really pick up staples, which is what I really wanted it for. Does an alright job on dust.",1
"3/5

I thought it was okay. Really wanted to see an end fight scene. Hated that they skipped it. Lazy director?",1
"Cute, but not practical

This is the cutest bird feeder I own. However, I'm not sure what it is good for. Most sunflower seeds slip right through the mesh, so most fall on the ground. I suppose you could rig up something that would hang under it so that what spills out would be caught. Of course, there are many birds that will find the spillage on the ground and consume it, so all is not lost. It seems to be well made and since I love ladybug beetles, I find it charming. You can spot it across the yard.",1
"I got this and it worked great for the first 2 months

I got this and it worked great for the first 2 months. Now, if my dog cries even slightly it goes off. If another dog barks, it goes off. Great product when working correctly.",1
"Cute but not very durable.

Not for an active kid. My son had these for less than 2 months and already made holes. Literally can’t wear them in the rain. To be fair, he drags his feet in the cement while riding his toddler car. The bad part was that it didn’t take too long for the holes to show up. Not even a couple days of his rough play and he had made holes in them. They are very well made and super cute. Just not for a kid who’s always playing and dragging around. He’s just 3 y/o and very active.",1
"Not bad

These only lasted one day at my house. Probably from the kids jumping on them but they worked fine. I will try the old school ones next.",1
"they looks very poor

After few washes, they looks very poor",1
"Difficult to read

Just a note to others. The LCD background is black so the numbers do not have a strong contrast making this (me) difficult to read day or night at a glance. Otherwise would have given 4 stars overall. I returned mine...thank you Amazon.",1
"Pay someone to tint your sidelights.

Very hard to apply. Gave us a run for our money to try to adhere to sidelight windows. Was a pain in the tail.",1
"A little short for my liking

I ordered this in navy, and the color is as pretty as I expected. It is made of a lightweight, stretchy material, so it fits a little snuggly around the chest and arms. I like the way it flares out without looking like a maternity dress. However, it is a little too short for my liking. It is just at my fingertips when my arms are down at my sides. I almost sent it back for this reason, but decided to just wear it with thicker leggings. It will look nice with a scarf or a long pendant necklace.",1
"Has to be plugged in to put your phone in it.

Has to be plugged in to put your phone in it. Hubbies phone works ok, mine doesn't charge well if I'm using it for anything like directions",1
"Excellent book

I have followed all your books and have e enjoyed reading them. I'm looking forward to seeing this series continue and waiting for your new series.",1
"Satisfying taste but not strong enough to help with sleeplessness. 😢

The taste is great but I didn’t feel that it caused any sleepiness or deeper sleep. I don’t want to increase the dosage due to the sweet content.",1
"Just ok

Where is the adhesive on these sliders??. We used them but think they could have been made better.",1
"Damaged Fire pit and missing parts

I really like the look of this product and the price but unfortunately I have not had a chance to use it yet. The box came with damaged parts and missing screws. I reached out to the company and they responded very quickly and I'm now waiting for the new parts. We were really looking forward to using this before it got too cold, I guess that will not happen. Once I receive everything and the fire pit is working I will update my review.",1
"Look for other Blink covers

Not a bad product but there are other Blink weather proof covers that work better.",1
"looks cheap

did not like too much, looks cheap",1
"Cheap

Seams are weak, tearing at zipper already",1
"Camomile seeds

Planted them none of them came up",1
"Didn’t work for me :-(

The product came in a closed package well wrapped. I have one of these on bedroom tv (Hisense) and it works perfect. My office t. (Toshiba) is a different story. The USB port does not deliver enough power to replace the factory cord. Hope that it works for you because it’s a great idea.",1
"Baseball tshirts

They look small for a men's medium. Will know after Christmas if they need to be returned.",1
"Damaged

I can't really fairly review this product as it was damaged when I received it and I could not assemble it due to a bent component. Doesn't look like it happened in shipping. Returned it for refund and went to local Medical supply store.",1
"Comfortable and Cute

T-shirt feel, but comfortable and light. Perfect when it is humid and looking for soft and breathable comfort.",1
"Straps are way to close

Straps are too short even with extending them. The top of the straps are too close to center so they end up rubbing against your neck. The size and bright red color are great. The plastic is very thick which is good so won't tear easily",1
"Battery use

We loved them, but the batteries only lasted about a week and then needed replaced. With over 10 of these, it was going to be expensive replacing the batteries each week or two.",1
"It's ok

Not very sudsy. Weird consistency",1
"Not a big boost, not sure it's worth it.

I get three bars of Verizon at home. This was quick and easy to install. But......it boosted me all the way from three to a whopping FOUR bars. Not sure that was worth two hundred bucks.",1
"Colors not bright

Nice pencils but didn't like the colors they are neither pastels or neons. And colors rather dull",1
"Great for filling muscles.

This product is terrific for rolling your muscles. However there are much better options for trigger point therapy. The straight stick and knobs are not practical for typical trigger point therapy.",1
"Dose the work, but too overpriced

Should have been only couple dollars so... hope it will hold log enough to compensate for the price paid.",1
"Three Stars

Don't fit my big nostrils and very uncomfortable",1
"Fun game for the most part

Bought this as a present and I have one my self for my ps4. It’s a fun game but get ready for a massive head ache It is a lot of fun to play and What not but if you do use the headphones like I like to do to get more real life experience, play get ready to get a headache because the game is pretty scary",1
"Inaccurate range

Definitely does not have a 150 miles range. Maybe 50 miles at best.",1
"Good on a budget

I wanted to love this mouse I have been very pleased with redragon mice in the past this one sadly falls short of even my logi g502. The second row of buttons are very weak in this they feel worn out and it is new, I am expecting the others to feel the same very soon, the plastic is not like their previous product it feels very cheep in hand, the mode selector is on the bottom so quick access is not there with no way to validate other than opening the software to see what mode your in, finally even though the extra step feels good on the fingers it makes the base so wide if there is any uneven part of your desk it will teeter todder and miss inputs. For the price it is a good piece to test but I would recommend from my expirence paying 20$ more for another brand. Positives it does feel nice in hand even with the cheap plastic, the software is surprising doing well, easy to use and gives you multiple options such as double keying, lastly even though the side buttons need some love to input there are enough buttons to make anyone happy.",1
"A fair read

Fair attempt at telling a story worth telling. I like the introduction of a plausible suspect. Useful information about the nature of policing in the time. Patching writing in places but decent conversational tone throughout. Hard to keep track of all the killings but fair attempt to do that for the reader.",1
"Awkward

Although it is a very cute dress the fit is awkward. I did return it because there was no fixing the way it bulged feom the armpit area to my breast. The semi petticoat was very itchy as well, but fine with a slip. The fabric however was comfy on the skin and had a small amount of stretch.",1
"Not very bright and in temps below 20 degrees they ...

Not very bright and in temps below 20 degrees they start to flash and go out. Other then that they are decent.",1
"... second one I ordered LG needs to make a better

This is my second one I ordered LG needs to make a better remote",1
"Issues

The end popped off this hose. I’ve never had that happen before. Screwed an adjustable head on and when I turned on the water, pop goes the brass head. Could be a fun game to scare the crap out of someone, which is why I gave it three stars, otherwise would’ve given this a one star.",1
"Weak tea, no aroma.

Based on reviews, I decided to try out this Yorkshire blend of black teas. Turned out quite weak after 5 minutes of brewing; with no distinctive flavor or aroma. It was only 3.99 for 100, so its no big loss. We also use tea bags to add color to some curry dishes, and it certainly fits that function.",1
"Three Stars

It's ok - The fabric is not so stretchable for yoga/stretching workouts though.",1
"Better options than these

My dog loves these but they don’t love her. They make her reflux, upset her stomach and aren’t organic. Even a minute amount causes lip-licking, yawning and other signs of gastric distress. Tossed the remainder, will never buy again.",1
"Feels pretty good for plantar fascia pain.

Definitely not the magical solution. They are nice because they do not move around much in your shoe and do provide some support and stimulation to the foot. I did think they would be a little more firm so that was disappointing. Overall not bad but I prefer some of longer (3/4 length of your foot) and more stable inserts out there. If the only problem you have is pain in the heel, rather than elsewhere in the foot, these are worth a try and are not overly expensive.",1
"Three Stars

Does not stay charge long enough",1
"Good overall mouse.

I cannot comment on battery life, but overall this device is good. Unlike some cheap air fly mice I used in the past, the mouse pointer of this one moves quite accurately and I would have given it 5 stars if it wasn't for the annoying fact that each time I need to move the cursor across the screen, I need to click the laser pointer button to activate it.",1
"The chair you want to love but hate

I am 5.9 tall, weight 159 pounds, work IT, and sit about 12 hours a day. I have long legs, wear shorts most of the time, and move a lot, so the need for having a flexible chair is a must to have. This chair you need patience, patience, and a good back before you decide to put it together. There are so many small parts and somewhat complicated instructions that lack details. The tools kit that comes with the chair is useless. The wrench slips a lot, so expect to bump your fingers around the chair inners(not a pleasant experience). Once you managed to put it together, adjusting the chair is another headache on its own! This is where I am debating on returning or keeping this chair. There are six knee positions you can adjust this chair, and that is great, but the problem with is that you need to remove a long bolt holding the chair against a wall to stop it from collapsing flat on the growing-risking snapping your fingers-. There's another adjuster that it's designed to adjust the height, you have to get off the chair eyeball it to what you might like, sit and if that does not work, get back off and readjust again. You can't adjust it while sitting unless you have a strong grip, and I lift. In all, this is my first week using the chair, and already feel the benefit of having a knee chair. It helps balance the weight on my lower back. It's very comfortable, feels great moving around my workstation. I will def use it and if I decide to keep it will have to remove bolts to it from scratching me. Notes to the manufactures: 1. adjusters should be improved or made to where anyone can adjust while sitting. 2. the screws and bolt design should be revised. 3. the sitting is too steep, it would be nice that it can also be adjustable.",1
"Worth a read

The book has a lot of good information in it. However, it lacking information. I personally was hoping for more.",1
"Cute but wrong item

The wrong item was shipped. The one I received was darling but I had no need for a random sorority bracelet instead of the one I ordered. The package was returned easily but I miss a Christmas deadline due to the mix-up.",1
"Pretty Small

I know it's my fault for not looking at the dimensions closely enough but this is very small. It does look exactly like the picture, just smaller. It seems to be good quality. I currently have a puppy and am buying small bags of puppy food which fit in this container so it is working okay. Any bigger bags would not fit though. I am a little annoyed as this is the second time I have bought something from amazon that turned out to be small.",1
"Not Suitable

Rubbery and Difficult to use",1
"Great as cheap hot tub towels

Definitely not for regular use. Good for kids and hot tub only.",1
"Love the product and what it does

Love the product and what it does. I gave it only 3 stars because- The bottle cap popped off during my project and I wasted half the bottle. It was a mess. Thankfully my project wasn't ruined. Disappointed how many times this happened! I was being very carefull I didn't return it due to the inconvenience and hassle returning one small item. Hopefully Ranger reads this review and others. They need to come up with another dabber that works as its supposed to. Thank you for reading-",1
"hope seller makes this an easy order change.

brace is to big . i need a size large and have to send ist order back on my dime . i hope i get reimbursed an my size large will be automatically sent to me with out having to re order.",1
"Just what I needed for a cheap price!

I was required to get this edition for my Music 101 class and can not be more satisfied with the edition. The redeeming factor about this copy was that it is well used. The front cover of the paperback is bent on two of its four corners and the book itself looks well read through with discolored copies. I highly suggest using this if you need to rent a book since it came within a Prime 1 day shipping and arrived in less than 24 hours. Just know it is a used rental book and you are getting the price you paid for, don't expect the new $170 copy.",1
"It’s ok

It is very dry. Leaves my tan skin with a white look.",1
"really small, really fragile

These are great party hats for cats or really small people. The paper does tear easily, but you can tape the hats up. Don't miss the little adhesives for the pompoms- they are easily lost.",1
"A young adult book for all ages

I really enjoyed the book and look forward to the next one. It has s an exciting and loving story that all ages from upper elementary school children to adults will enjoy.",1
"On the fence

Heavy system to jog with",1
"Good for a beginner prepper

A short read. Good start for a beginner prepper, but if you're not a newbie to prepping this may leave you looking elsewhere for more involved info.",1
"Didn't work for my queen-size bed headboard (possibly because it ...

Didn't work for my queen-size bed headboard (possibly because it was older) but the screw holes didn't line up so I returned it.",1
"Unpleasant Fragrance

I absolutely can not stomach the smell. I will be giving this product away unfortunately despite the the benefits of the oil. I can not get past the smell.",1
"Overall beautiful

Overall the dress was beautiful the only issue we had was the back was loose so we had to pin it up so that it would not look so loose!",1
"Traps mildew

I was really excited about this bottle since it doesn’t contain any plastic. It works to hold water and seals well, however, the main problem for me is that it traps mildew very easily and makes it smell bad. I’ve had several other Kleen Kanteen bottles that don’t do this. I really wanted to like this bottle but due to the mildew smell (and I wash it regularly) it makes me not want to use it.",1
"Hard to hold onto

I use this with my Lenovo Yoga 730. I am a little disappointed because it is very hard to hold onto. It's heavy. It's slides through my hand and the placement of the buttons has me constantly pushing them while writing and trying to hold onto the pen. I tried to put a grip on the pen but that holds the buttons down, so that's not an option. I also don't like that it doesn't flow across the screen with ease when writing. I wish they could've put some more thought into the tip material they decided on so it would be more like writing on paper and not sticky. I just don't think it was quite time to release it.",1
"Pretty

Nice hair but shedded right out of pack",1
"Assembles easy

It was easy to assemble but comes apart easy when you move it. If child or grandchild is tall for their age it is a little short for the age they have as appropriate.",1
"Didn't fit

Would not work on my above ground pool",1
"ok

good set some movies good some really bad",1
"Don't recommend for an iPhone 7

The case is too large for an iPhone 7. If you're okay with the phone sliding around in the case, then this might be for you, but I like the holders to fit the phone more snuggly.",1
"Good product - bad price increase

I am giving this product 5 stars but taking 2 stars away for the constant increase in price each time I have ordered. I am happy with the product but extremely disappointed that each time ordered the price goes up. I posted questioning why only to have it removed. Very sad. Will have to look elsewhere.",1
"Good value

Good scent but doesn't last long.",1
"No cardboard covers, no free gift coin

Coins are nice though they came in a bag and were not in cardboard covers. I also only got the 7 coins and no free coin.",1
"Missing fuel filter

Shipping was fast but was missing fuel filter in the kit",1
"Good and bad average out.

They fit me nicely, and sound good to my ears. But, the plug shorted out just shy of eight weeks, so now I have a left-channel earphone (singular), instead of stereo earphones (plural). I'm going to give them another shot and hope the durability improves on the next pair. I also wish I could find something similar with an in-line volume control. I don't need a phone mic, just a volume control.",1
"Okay

Was a bit big but could be worn.",1
